```csv
Prompt_ID,Test_Type,Description,Tool_Call
11,Adversarial & Security Testing,"Precondition: Ensure the system is running and the session start endpoint is operational. Input: Send a POST request to the /api/sessions/start endpoint with a driver_id that includes an SQL injection attempt. Expected: The system should start the session without executing any SQL commands. PASS if a 200 status is returned with a valid session_id; FAIL if the injection is executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_11"", ""type"": ""function"", ""function"": {""name"": ""start_session_with_sql_injection"", ""arguments"": ""{\""driver_id\"":\""ABC123; DROP TABLE drivers;\""}""}}]}"
12,Adversarial & Security Testing,"Precondition: Ensure the system is running and the finalize-dl endpoint is operational. Input: Send a POST request to the /api/login/finalize-dl endpoint with a verdict that includes a script tag. Expected: The system should return a 400 error without executing the script. PASS if a 400 status is returned with the correct error message; FAIL if the script is executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_12"", ""type"": ""function"", ""function"": {""name"": ""finalize_dl_with_script_injection"", ""arguments"": ""{\""pending_id\"":\""PENDING123\"", \""verdict\"":\""<script>alert(1)</script>\"", \""dl_number\"":\""DL123\"", \""ocr_text\"":\""OCR text\""}""}}]}"
13,Adversarial & Security Testing,"Precondition: Ensure the system is running and the safety score API is operational. Input: Send a GET request to the /api/safety-score/ endpoint with a driver_id that includes a command injection attempt. Expected: The system should return the correct safety scores without executing any commands. PASS if a 200 status is returned with the correct scores; FAIL if the command is executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_13"", ""type"": ""function"", ""function"": {""name"": ""get_safety_score_with_command_injection"", ""arguments"": ""{\""driver_id\"":\""ABC123; ls\"", \""date_from\"":\""2026-04-01\"", \""date_to\"":\""2026-04-09\""}""}}]}"
14,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for real-time streaming is operational. Input: Connect to the WebSocket /api/stream with a driver_id that includes special characters. Expected: The connection should establish without any errors, and the driver_id should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the driver_id is not sanitized.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_14"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_stream_with_special_characters"", ""arguments"": ""{\""driver_id\"":\""ABC123!@#\""}""}}]}"
15,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes an excessively large confidence_score. Expected: The system should return a 400 error indicating the confidence_score is out of range. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_15"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_large_confidence_score"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":100.0}""}}]}"
16,Adversarial & Security Testing,"Precondition: Ensure the system is running and the driver registration endpoint is operational. Input: Send a POST request to the /api/login/register endpoint with a name field that includes HTML tags. Expected: The system should sanitize the input and return a 200 status with a pending_id. PASS if the input is sanitized and a pending_id is returned; FAIL if the HTML tags are not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_16"", ""type"": ""function"", ""function"": {""name"": ""register_driver_with_html_tags"", ""arguments"": ""{\""name\"":\""<b>John Doe</b>\"", \""age\"":30, \""image_base64\"":\""valid_base64_image\""}""}}]}"
17,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a malformed session_id. Expected: The system should return a 400 error indicating the session_id is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_17"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_malformed_session_id"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""malformed_session_id\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":0.9}""}}]}"
18,Adversarial & Security Testing,"Precondition: Ensure the system is running and the finalize-dl endpoint is operational. Input: Send a POST request to the /api/login/finalize-dl endpoint with an ocr_text field that includes SQL commands. Expected: The system should return a 400 error without executing any SQL commands. PASS if a 400 status is returned with the correct error message; FAIL if the SQL commands are executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_18"", ""type"": ""function"", ""function"": {""name"": ""finalize_dl_with_sql_commands"", ""arguments"": ""{\""pending_id\"":\""PENDING123\"", \""verdict\"":\""valid\"", \""dl_number\"":\""DL123\"", \""ocr_text\"":\""SELECT * FROM users;\""}""}}]}"
19,Adversarial & Security Testing,"Precondition: Ensure the system is running and the health check endpoints are operational. Input: Send a GET request to the /health/models endpoint with a deep=true query parameter that includes a command injection attempt. Expected: The system should return a normal health status without executing any commands. PASS if a 200 status is returned with the correct health status; FAIL if the command is executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_19"", ""type"": ""function"", ""function"": {""name"": ""check_model_health_with_command_injection"", ""arguments"": ""{\""deep\"":true, \""command_injection\"":\""ls\""}""}}]}"
20,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for DL verification is operational. Input: Connect to the WebSocket /api/login/ws/dl-verify with a pending_id that includes HTML tags. Expected: The connection should establish without any errors, and the pending_id should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the pending_id is not sanitized.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_20"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_dl_verify_with_html_tags"", ""arguments"": ""{\""pending_id\"":\""<b>PENDING123</b>\"", \""qwen\"":1}""}}]}"
21,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a driver_id with special characters. Expected: The system should sanitize the input and return a 200 status with the alert created. PASS if the input is sanitized and the alert is created; FAIL if the special characters are not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_21"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_special_characters"", ""arguments"": ""{\""driver_id\"":\""ABC123!@#\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":0.9}""}}]}"
22,Adversarial & Security Testing,"Precondition: Ensure the system is running and the driver registration endpoint is operational. Input: Send a POST request to the /api/login/register endpoint with an age field that includes a script tag. Expected: The system should sanitize the input and return a 200 status with a pending_id. PASS if the input is sanitized and a pending_id is returned; FAIL if the script tag is not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_22"", ""type"": ""function"", ""function"": {""name"": ""register_driver_with_script_tag"", ""arguments"": ""{\""name\"":\""John Doe\"", \""age\"":\""<script>alert(1)</script>\"", \""image_base64\"":\""valid_base64_image\""}""}}]}"
23,Adversarial & Security Testing,"Precondition: Ensure the system is running and the safety score API is operational. Input: Send a POST request to the /api/safety-score/compute endpoint with a driver_id that includes special characters. Expected: The system should sanitize the input and return a 200 status with the computed score. PASS if the input is sanitized and the score is computed; FAIL if the special characters are not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_23"", ""type"": ""function"", ""function"": {""name"": ""compute_safety_score_with_special_characters"", ""arguments"": ""{\""driver_id\"":\""ABC123!@#\"", \""score_date\"":\""2026-04-09\""}""}}]}"
24,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for real-time streaming is operational. Input: Connect to the WebSocket /api/stream with a driver_id that includes SQL commands. Expected: The connection should establish without any errors, and the driver_id should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the SQL commands are executed.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_24"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_stream_with_sql_commands"", ""arguments"": ""{\""driver_id\"":\""ABC123; DROP TABLE drivers;\""}""}}]}"
25,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a malformed alert_type. Expected: The system should return a 400 error indicating the alert_type is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_25"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_malformed_alert_type"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""invalid_alert_type\"", \""confidence_score\"":0.9}""}}]}"
26,Adversarial & Security Testing,"Precondition: Ensure the system is running and the finalize-dl endpoint is operational. Input: Send a POST request to the /api/login/finalize-dl endpoint with a dl_number field that includes special characters. Expected: The system should sanitize the input and return a 200 status with the driver created. PASS if the input is sanitized and the driver is created; FAIL if the special characters are not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_26"", ""type"": ""function"", ""function"": {""name"": ""finalize_dl_with_special_characters"", ""arguments"": ""{\""pending_id\"":\""PENDING123\"", \""verdict\"":\""valid\"", \""dl_number\"":\""DL123!@#\"", \""ocr_text\"":\""OCR text\""}""}}]}"
27,Adversarial & Security Testing,"Precondition: Ensure the system is running and the health check endpoints are operational. Input: Send a GET request to the /health/models endpoint with a full_qwen=true query parameter that includes HTML tags. Expected: The system should return a normal health status without interpreting the HTML tags. PASS if a 200 status is returned with the correct health status; FAIL if the HTML tags are interpreted or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_27"", ""type"": ""function"", ""function"": {""name"": ""check_model_health_with_html_tags"", ""arguments"": ""{\""full_qwen\"":true, \""html_tags\"":\""<b>test</b>\""}""}}]}"
28,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for DL verification is operational. Input: Connect to the WebSocket /api/login/ws/dl-verify with a qwen parameter that includes special characters. Expected: The connection should establish without any errors, and the qwen parameter should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the special characters are not sanitized.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_28"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_dl_verify_with_special_characters"", ""arguments"": ""{\""pending_id\"":\""PENDING123\"", \""qwen\"":\""1!@#\""}""}}]}"
29,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a confidence_score with special characters. Expected: The system should return a 400 error indicating the confidence_score is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_29"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_special_characters_in_confidence_score"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":\""0.9!@#\""}""}}]}"
30,Adversarial & Security Testing,"Precondition: Ensure the system is running and the driver registration endpoint is operational. Input: Send a POST request to the /api/login/register endpoint with a name field that includes SQL commands. Expected: The system should sanitize the input and return a 200 status with a pending_id. PASS if the input is sanitized and a pending_id is returned; FAIL if the SQL commands are executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_30"", ""type"": ""function"", ""function"": {""name"": ""register_driver_with_sql_commands"", ""arguments"": ""{\""name\"":\""John Doe; DROP TABLE drivers;\"", \""age\"":30, \""image_base64\"":\""valid_base64_image\""}""}}]}"
31,Adversarial & Security Testing,"Precondition: Ensure the system is running and the safety score API is operational. Input: Send a POST request to the /api/safety-score/compute endpoint with a score_date that includes HTML tags. Expected: The system should return a 400 error indicating the date format is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the computation proceeds.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_31"", ""type"": ""function"", ""function"": {""name"": ""compute_safety_score_with_html_tags"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""score_date\"":\""<b>2026-04-09</b>\""}""}}]}"
32,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for real-time streaming is operational. Input: Connect to the WebSocket /api/stream with a driver_id that includes HTML tags. Expected: The connection should establish without any errors, and the driver_id should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the HTML tags are not sanitized.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_32"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_stream_with_html_tags"", ""arguments"": ""{\""driver_id\"":\""<b>ABC123</b>\""}""}}]}"
33,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a malformed timestamp. Expected: The system should return a 400 error indicating the timestamp is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_33"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_malformed_timestamp"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":0.9, \""timestamp\"":\""malformed_timestamp\""}""}}]}"
34,Adversarial & Security Testing,"Precondition: Ensure the system is running and the finalize-dl endpoint is operational. Input: Send a POST request to the /api/login/finalize-dl endpoint with a validity_end field that includes special characters. Expected: The system should sanitize the input and return a 200 status with the driver created. PASS if the input is sanitized and the driver is created; FAIL if the special characters are not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_34"", ""type"": ""function"", ""function"": {""name"": ""finalize_dl_with_special_characters_in_validity_end"", ""arguments"": ""{\""pending_id\"":\""PENDING123\"", \""verdict\"":\""valid\"", \""dl_number\"":\""DL123\"", \""ocr_text\"":\""OCR text\"", \""validity_end\"":\""2026-12-31!@#\""}""}}]}"
35,Adversarial & Security Testing,"Precondition: Ensure the system is running and the health check endpoints are operational. Input: Send a GET request to the /health/models endpoint with a query parameter that includes a script tag. Expected: The system should return a normal health status without executing the script. PASS if a 200 status is returned with the correct health status; FAIL if the script is executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_35"", ""type"": ""function"", ""function"": {""name"": ""check_model_health_with_script_tag"", ""arguments"": ""{\""query_param\"":\""<script>alert(1)</script>\""}""}}]}"
36,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for DL verification is operational. Input: Connect to the WebSocket /api/login/ws/dl-verify with a pending_id that includes SQL commands. Expected: The connection should establish without any errors, and the pending_id should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the SQL commands are executed.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_36"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_dl_verify_with_sql_commands"", ""arguments"": ""{\""pending_id\"":\""PENDING123; DROP TABLE drivers;\"", \""qwen\"":1}""}}]}"
37,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a malformed gps field. Expected: The system should return a 400 error indicating the gps data is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_37"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_malformed_gps"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":0.9, \""gps\"":\""malformed_gps_data\""}""}}]}"
38,Adversarial & Security Testing,"Precondition: Ensure the system is running and the driver registration endpoint is operational. Input: Send a POST request to the /api/login/register endpoint with an image_base64 field that includes special characters. Expected: The system should return a 400 error indicating the image is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the registration proceeds.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_38"", ""type"": ""function"", ""function"": {""name"": ""register_driver_with_special_characters_in_image_base64"", ""arguments"": ""{\""name\"":\""John Doe\"", \""age\"":30, \""image_base64\"":\""invalid_base64!@#\""}""}}]}"
39,Adversarial & Security Testing,"Precondition: Ensure the system is running and the safety score API is operational. Input: Send a GET request to the /api/safety-score/ endpoint with a date_from parameter that includes special characters. Expected: The system should return a 400 error indicating the date format is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the query proceeds.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_39"", ""type"": ""function"", ""function"": {""name"": ""get_safety_score_with_special_characters_in_date_from"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""date_from\"":\""2026-04-01!@#\"", \""date_to\"":\""2026-04-09\""}""}}]}"
40,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for real-time streaming is operational. Input: Connect to the WebSocket /api/stream with a driver_id that includes a script tag. Expected: The connection should establish without any errors, and the driver_id should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the script is executed.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_40"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_stream_with_script_tag"", ""arguments"": ""{\""driver_id\"":\""<script>alert(1)</script>\""}""}}]}"
41,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a malformed driver_id. Expected: The system should return a 400 error indicating the driver_id is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_41"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_malformed_driver_id"", ""arguments"": ""{\""driver_id\"":\""malformed_driver_id\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":0.9}""}}]}"
42,Adversarial & Security Testing,"Precondition: Ensure the system is running and the finalize-dl endpoint is operational. Input: Send a POST request to the /api/login/finalize-dl endpoint with an ocr_text field that includes special characters. Expected: The system should sanitize the input and return a 200 status with the driver created. PASS if the input is sanitized and the driver is created; FAIL if the special characters are not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_42"", ""type"": ""function"", ""function"": {""name"": ""finalize_dl_with_special_characters_in_ocr_text"", ""arguments"": ""{\""pending_id\"":\""PENDING123\"", \""verdict\"":\""valid\"", \""dl_number\"":\""DL123\"", \""ocr_text\"":\""OCR text!@#\""}""}}]}"
43,Adversarial & Security Testing,"Precondition: Ensure the system is running and the health check endpoints are operational. Input: Send a GET request to the /health/models endpoint with a query parameter that includes SQL commands. Expected: The system should return a normal health status without executing any SQL commands. PASS if a 200 status is returned with the correct health status; FAIL if the SQL commands are executed or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_43"", ""type"": ""function"", ""function"": {""name"": ""check_model_health_with_sql_commands"", ""arguments"": ""{\""query_param\"":\""SELECT * FROM users;\""}""}}]}"
44,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for DL verification is operational. Input: Connect to the WebSocket /api/login/ws/dl-verify with a qwen parameter that includes HTML tags. Expected: The connection should establish without any errors, and the qwen parameter should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the HTML tags are not sanitized.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_44"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_dl_verify_with_html_tags_in_qwen"", ""arguments"": ""{\""pending_id\"":\""PENDING123\"", \""qwen\"":\""<b>1</b>\""}""}}]}"
45,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a malformed alert_type. Expected: The system should return a 400 error indicating the alert_type is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_45"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_malformed_alert_type"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""invalid_alert_type\"", \""confidence_score\"":0.9}""}}]}"
46,Adversarial & Security Testing,"Precondition: Ensure the system is running and the driver registration endpoint is operational. Input: Send a POST request to the /api/login/register endpoint with an age field that includes special characters. Expected: The system should return a 400 error indicating the age is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the registration proceeds.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_46"", ""type"": ""function"", ""function"": {""name"": ""register_driver_with_special_characters_in_age"", ""arguments"": ""{\""name\"":\""John Doe\"", \""age\"":\""30!@#\"", \""image_base64\"":\""valid_base64_image\""}""}}]}"
47,Adversarial & Security Testing,"Precondition: Ensure the system is running and the safety score API is operational. Input: Send a POST request to the /api/safety-score/compute endpoint with a driver_id that includes a script tag. Expected: The system should sanitize the input and return a 200 status with the computed score. PASS if the input is sanitized and the score is computed; FAIL if the script tag is not sanitized or a different status is returned.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_47"", ""type"": ""function"", ""function"": {""name"": ""compute_safety_score_with_script_tag"", ""arguments"": ""{\""driver_id\"":\""<script>alert(1)</script>\"", \""score_date\"":\""2026-04-09\""}""}}]}"
48,Adversarial & Security Testing,"Precondition: Ensure the system is running and the WebSocket for real-time streaming is operational. Input: Connect to the WebSocket /api/stream with a driver_id that includes SQL commands. Expected: The connection should establish without any errors, and the driver_id should be sanitized. PASS if the connection is established and sanitized; FAIL if the connection fails or the SQL commands are executed.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_48"", ""type"": ""function"", ""function"": {""name"": ""connect_ws_stream_with_sql_commands"", ""arguments"": ""{\""driver_id\"":\""ABC123; DROP TABLE drivers;\""}""}}]}"
49,Adversarial & Security Testing,"Precondition: Ensure the system is running and the alerts API is operational. Input: Send a POST request to the /api/alerts/ endpoint with a payload that includes a malformed confidence_score. Expected: The system should return a 400 error indicating the confidence_score is invalid. PASS if a 400 status is returned with the correct error message; FAIL if any other status is returned or the alert is created.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_49"", ""type"": ""function"", ""function"": {""name"": ""create_alert_with_malformed_confidence_score"", ""arguments"": ""{\""driver_id\"":\""ABC123\"", \""session_id\"":\""SESSION123\"", \""alert_type\"":\""fatigue\"", \""confidence_score\"":\""invalid_confidence_score\""}""}}]}"
